age,fnlwgt,education,education-num,occupation,relationship,sex,hours-per-week,income
42,350387,15444,9,3006,12281,31937,15,24720
17,142912,1336,6,4891,7228,31937,40,24720
63,321403,735,5,1843,12281,31937,40,24720
31,114937,7881,13,6058,19396,31937,55,7841
34,286689,2610,14,1843,12281,31937,30,24720
35,147258,10512,10,3006,12281,31937,40,24720
20,451996,15444,9,2066,7228,31937,40,24720
36,149833,15444,9,6058,2253,15684,40,24720
24,211968,10512,10,5474,12281,15684,24,24720
33,287908,10512,10,2341,19396,31937,50,7841
36,166549,10512,10,5589,19396,31937,40,24720
31,25216,7881,13,6058,5022,15684,40,24720
29,286452,1566,12,5474,5022,15684,40,24720
47,162034,7881,13,5474,19396,31937,60,7841
30,186932,582,16,6110,19396,31937,75,7841
34,82938,15444,9,1485,19396,31937,50,24720
23,122048,15444,9,3006,1441,15684,40,24720
33,118710,2034,11,5589,12281,31937,40,24720
59,243226,1336,6,3006,12281,15684,40,24720
67,268514,7881,13,6110,12281,31937,40,24720
26,365289,15444,9,3006,12281,31937,40,24720
27,165365,15444,9,3006,19396,31937,40,24720
20,219266,15444,9,6110,7228,15684,36,24720
24,283757,7881,13,5589,7228,31937,39,24720
44,206553,2034,11,1436,12281,31937,40,24720
31,113364,15444,9,6089,19396,31937,40,7841
28,328949,819,15,6110,19396,31937,60,24720
19,83930,15444,9,4891,7228,15684,20,24720
31,325355,7881,13,6058,2253,15684,40,7841
20,131852,15444,9,5589,12281,15684,40,24720
64,119506,15444,9,4891,12281,15684,15,24720
47,100818,15444,9,5589,2253,15684,40,7841
36,162302,10512,10,5589,12281,15684,35,24720
48,182211,15444,9,6089,19396,31937,44,7841
19,194205,10512,10,4891,7228,15684,40,24720
22,141040,15444,9,5474,7228,15684,35,24720
56,346033,735,5,5589,12281,31937,40,24720
22,177125,10512,10,5589,12281,31937,50,24720
37,241174,7881,13,6110,19396,31937,99,7841
57,130532,7881,13,6110,12281,15684,35,24720
38,168496,1566,12,5474,19396,31937,50,7841
34,362787,15444,9,3006,5022,15684,40,24720
22,244771,1746,7,1843,5022,15684,40,24720
38,48123,10512,10,6058,12281,15684,40,24720
30,173858,10512,10,6058,19396,31937,40,7841
32,207201,7881,13,6110,12281,31937,45,7841
29,37933,633,8,4891,12281,15684,40,24720
56,33323,15444,9,3006,19396,31937,40,24720
42,175943,2034,11,6058,2253,15684,35,7841
66,306178,1336,6,1843,12281,31937,40,24720
71,229110,15444,9,6058,1441,15684,33,24720
20,113511,1746,7,2341,7228,31937,40,24720
25,333677,15444,9,3006,7228,31937,36,24720
42,236021,15444,9,6089,19396,31937,40,7841
20,371089,15444,9,1843,7228,15684,40,24720
61,115023,10512,10,6110,19396,31937,50,7841
24,133586,7881,13,6058,2253,15684,40,24720
51,91137,735,5,4891,5022,15684,40,24720
27,105598,15444,9,5589,12281,31937,40,24720
41,352812,10512,10,6058,2253,15684,40,7841
31,204829,15444,9,3006,12281,31937,40,24720
39,247733,15444,9,238,5022,15684,16,24720
36,370585,15444,9,1843,19396,31937,40,24720
51,103257,819,15,6110,19396,31937,40,24720
52,178915,15444,9,6058,5022,15684,40,24720
49,54260,7881,13,6110,19396,31937,40,7841
43,55395,10512,10,6089,19396,31937,40,24720
45,233511,7881,13,6058,19396,31937,60,7841
49,318331,15444,9,3006,12281,31937,40,24720
19,195985,15444,9,4891,12281,15684,40,24720
44,38876,15444,9,1485,19396,31937,40,24720
67,81413,15444,9,2341,19396,31937,40,24720
58,172618,819,15,6110,19396,31937,45,7841
36,174717,7881,13,6110,19396,31937,40,7841
67,224984,15444,9,5589,12281,15684,16,7841
61,423297,582,16,6110,19396,31937,40,7841
55,88856,912,4,4891,5022,15684,40,24720
23,169104,1566,12,1843,7228,31937,16,24720
35,39207,15444,9,5589,12281,31937,40,24720
35,340018,1336,6,4891,5022,15684,38,24720
20,30796,10512,10,5589,7228,15684,10,24720
51,155403,15444,9,5589,2253,15684,40,24720
23,238092,7881,13,6110,7228,31937,40,24720
39,225605,15444,9,1485,19396,31937,24,24720
36,289148,10512,10,4891,5022,15684,40,24720
47,339863,15444,9,5474,19396,31937,45,7841
27,178778,7881,13,5474,12281,31937,80,7841
29,568490,15444,9,6089,19396,31937,40,24720
21,129345,10512,10,981,12281,31937,40,24720
18,447882,10512,10,5589,12281,15684,20,24720
24,314165,10512,10,6058,7228,31937,20,24720
39,382859,15444,9,6089,19396,31937,40,7841
51,82504,10512,10,6058,19396,31937,40,24720
47,149700,7881,13,1436,19396,31937,40,7841
62,209844,10512,10,5589,5022,15684,30,24720
49,62546,7881,13,6058,19396,31937,40,7841
20,228686,1746,7,4891,19396,31937,40,24720
24,326587,10512,10,5474,12281,31937,40,24720
25,202091,15444,9,6058,7228,15684,40,24720
54,310774,7881,13,5474,19396,31937,40,24720
25,450246,15444,9,6089,7228,31937,40,24720
20,84375,15444,9,1843,2253,15684,45,24720
43,142444,10512,10,5474,5022,15684,55,7841
26,82246,7881,13,6058,12281,31937,38,24720
24,192766,15444,9,2066,19396,31937,40,24720
18,53109,1746,7,4891,7228,31937,20,24720
45,121836,10512,10,6110,2253,15684,40,7841
45,298130,15444,9,6058,19396,31937,25,24720
26,135645,7881,13,5474,12281,31937,40,24720
47,265275,10512,10,4891,7228,31937,40,24720
54,410114,15444,9,1843,19396,31937,40,24720
21,232719,15444,9,6089,7228,31937,40,24720
29,167716,15444,9,4891,5022,15684,99,24720
68,107627,10512,10,6110,19396,31937,15,24720
21,129674,10512,10,6058,12281,31937,48,24720
28,114053,10512,10,6058,12281,31937,30,24720
46,202560,15444,9,6058,2253,15684,40,7841
35,219902,15444,9,2341,5022,15684,48,24720
50,192654,1336,6,6089,12281,31937,25,24720
48,238966,10512,10,6058,12281,31937,40,24720
17,112942,1336,6,1843,7228,31937,40,24720
59,153484,7881,13,6089,19396,31937,50,7841
23,161874,10512,10,6058,7228,31937,40,24720
53,260106,15444,9,5474,12281,15684,30,24720
50,240374,2610,14,5474,19396,31937,40,7841
32,251612,494,3,1843,5022,15684,45,24720
53,223696,633,8,2066,12281,31937,56,24720
52,176134,15444,9,3006,19396,31937,48,24720
38,186959,7881,13,6110,19396,31937,50,24720
43,456236,2610,14,6058,19396,31937,50,7841
35,98948,7881,13,4891,2253,15684,32,24720
41,166662,819,15,6058,19396,31937,50,7841
22,448626,10512,10,5474,7228,31937,40,24720
39,167482,15444,9,4891,19396,31937,60,7841
45,189792,2610,14,5474,19396,31937,40,7841
31,399052,735,5,1485,2253,15684,42,24720
40,104196,7881,13,6110,19396,31937,40,7841
47,152752,494,3,2341,19396,31937,20,24720
53,268545,15444,9,6089,19396,31937,40,24720
53,148532,7881,13,5474,19396,31937,60,7841
33,281784,7881,13,1436,12281,31937,52,7841
24,225724,7881,13,5589,7228,15684,20,24720
34,200192,10512,10,4891,12281,15684,40,24720
46,170850,15444,9,5474,19396,31937,50,7841
29,224858,10512,10,981,19396,31937,60,24720
61,159908,1746,7,4891,5022,15684,32,7841
31,115488,15444,9,1485,19396,31937,40,24720
29,1268339,15444,9,1436,7228,31937,40,24720
42,195755,15444,9,6089,5022,31937,40,24720
50,186272,10512,10,6058,19396,31937,40,24720
34,181388,15444,9,5589,12281,15684,40,24720
39,177181,912,4,2341,19396,31937,40,24720
74,91488,239,2,2341,19396,31937,20,24720
40,230961,10512,10,5474,19396,31937,40,24720
75,309955,819,15,6110,19396,31937,50,7841
40,63042,7881,13,6110,2253,15684,40,7841
36,29814,1746,7,6089,19396,31937,40,24720
61,116230,7881,13,1843,19396,31937,40,7841
42,167678,1746,7,1843,19396,31937,22,24720
28,191088,7881,13,6058,2253,15684,40,7841
19,63814,10512,10,5589,12281,15684,18,24720
36,285865,1566,12,4891,5022,15684,32,24720
33,160776,2034,11,1843,12281,15684,40,24720
50,299831,10512,10,5589,5022,15684,40,24720
47,162741,1566,12,6110,2253,15684,40,7841
48,204990,15444,9,1436,5022,15684,33,24720
60,171315,15444,9,6089,12281,31937,40,24720
30,296462,2610,14,6110,12281,31937,30,24720
32,103860,7881,13,6058,19396,31937,50,7841
45,159816,2610,14,6110,2253,15684,35,7841
51,96586,10512,10,1436,19396,31937,40,7841
53,202720,735,5,3006,5022,31937,75,24720
34,202822,2610,14,1436,5022,15684,40,24720
48,379883,2610,14,6058,19396,31937,40,7841
68,123464,15444,9,1843,19396,31937,45,24720
32,294121,1566,12,3006,12281,15684,50,24720
63,179981,15444,9,1843,19396,31937,4,24720
31,234387,15444,9,6058,5022,15684,40,24720
58,154537,7881,13,4891,12281,15684,20,24720
32,125856,1566,12,6058,19396,31937,60,7841
32,156015,7881,13,6110,12281,31937,40,24720
40,116632,7881,13,5474,7228,31937,80,24720
50,124963,7881,13,6058,19396,31937,55,7841
38,115215,1336,6,3006,12281,31937,40,24720
30,254905,15444,9,3006,19396,31937,40,24720
21,195532,15444,9,5589,5022,15684,40,24720
28,190067,7881,13,6110,7228,15684,40,7841
63,181828,15444,9,5474,19396,31937,48,24720
32,203674,1566,12,6110,5022,15684,36,24720
25,322585,15444,9,5474,12281,31937,45,24720
59,246262,10512,10,1436,19396,31937,40,7841
22,211129,2034,11,5589,7228,15684,10,24720
49,139268,10512,10,6089,7228,31937,40,24720
36,188540,7881,13,6058,12281,31937,40,24720
31,251167,15444,9,1843,2253,15684,30,24720
46,94809,10512,10,238,5022,15684,30,24720
37,265038,819,15,6110,19396,31937,60,7841
48,182566,7881,13,5474,19396,31937,40,7841
43,220109,10512,10,4891,19396,31937,44,24720
41,208470,15444,9,6058,19396,31937,40,7841
54,28683,15444,9,5474,19396,31937,40,24720
36,233571,10512,10,6058,12281,15684,4,24720
29,24562,7881,13,4891,5022,15684,40,24720
66,36364,15444,9,6089,19396,31937,40,24720
59,168569,819,15,6110,12281,31937,50,24720
62,167098,7881,13,6058,19396,31937,40,7841
29,271579,1336,6,6089,12281,31937,40,24720
28,191355,7881,13,5474,19396,31937,45,7841
27,31659,7881,13,3006,19396,31937,60,7841
42,83411,15444,9,6058,19396,31937,40,7841
60,40856,2034,11,6089,19396,31937,46,7841
58,115605,2610,14,6110,19396,31937,50,7841
27,132326,10512,10,6089,19396,31937,40,24720
45,220213,15444,9,6089,12281,15684,40,24720
50,172511,10512,10,6089,19396,31937,40,7841
43,156745,10512,10,6089,19396,31937,40,24720
39,218916,819,15,6058,12281,31937,50,24720
21,306114,10512,10,5589,7228,31937,20,24720
24,196675,15444,9,2066,19396,31937,70,24720
59,73411,819,15,1485,19396,31937,30,24720
36,184659,15444,9,3006,19396,31937,40,7841
72,75890,10512,10,1843,5022,15684,4,24720
35,320451,2610,14,6058,19396,31937,65,7841
33,172498,10512,10,2066,7228,31937,40,24720
30,131588,15444,9,6089,12281,15684,45,24720
40,124520,2034,11,6089,5022,31937,50,7841
26,93806,10512,10,5474,19396,31937,55,24720
37,173192,2034,11,5589,12281,31937,40,24720
68,198554,10512,10,2341,12281,15684,20,24720
45,26502,7881,13,6089,19396,31937,72,7841
56,225267,15444,9,6110,19396,31937,40,24720
36,150042,15444,9,5589,7228,15684,40,24720
50,211319,7881,13,6058,19396,31937,50,7841
38,208358,2034,11,5474,19396,31937,40,24720
29,58115,7881,13,5474,19396,31937,41,24720
28,219267,15444,9,4891,5022,15684,28,24720
39,129573,10512,10,5589,19396,31937,50,24720
26,27834,7881,13,981,12281,31937,40,24720
52,415037,10512,10,6058,12281,31937,65,7841
52,191529,7881,13,1485,12281,31937,40,24720
84,132806,15444,9,4891,12281,15684,13,24720
33,137059,10512,10,4891,12281,15684,10,24720
46,102308,819,15,6110,19396,31937,50,7841
30,164309,15444,9,5474,12281,15684,35,24720
38,40955,7881,13,6110,19396,31937,40,7841
66,141085,15444,9,238,12281,15684,8,24720
62,258124,2610,14,5589,19396,31937,40,7841
31,467579,7881,13,6058,19396,31937,40,7841
31,145139,7881,13,6089,19396,31937,40,7841
39,231141,15444,9,3006,19396,31937,40,24720
60,146674,15444,9,6089,12281,31937,50,24720
27,242207,7881,13,1436,7228,15684,40,24720
37,102541,2034,11,1843,2253,15684,40,24720
38,135416,10512,10,5589,7228,15684,40,24720
25,267284,15444,9,2066,1441,31937,40,24720
48,130812,15444,9,6058,2253,15684,40,24720
42,183765,7881,13,6110,12281,31937,50,24720
45,188823,2610,14,6110,19396,31937,50,7841
22,200593,10512,10,5474,7228,31937,40,24720
50,124094,15444,9,6089,19396,31937,40,24720
21,50411,15444,9,1485,12281,31937,40,24720
44,101689,10512,10,5589,5022,15684,40,24720
60,73091,15444,9,4891,12281,31937,50,24720
21,107801,10512,10,1843,7228,15684,6,24720
51,176969,15444,9,3006,19396,31937,48,24720
30,342709,15444,9,6089,1441,31937,40,24720
46,368561,1566,12,6089,12281,31937,40,24720
43,26915,2034,11,6058,19396,31937,45,7841
57,157974,15444,9,4891,12281,31937,48,24720
48,109832,2610,14,6110,19396,31937,40,7841
39,116358,7881,13,5474,19396,31937,40,7841
68,195881,15444,9,1485,19396,31937,40,24720
33,183000,10512,10,4891,12281,31937,24,24720
22,302347,15444,9,2066,7228,31937,40,24720
18,151463,1746,7,1843,1441,31937,7,24720
28,217200,15444,9,3006,12281,31937,50,24720
32,31740,2610,14,6110,19396,31937,40,24720
56,35520,15444,9,6089,12281,31937,42,24720
36,369843,15444,9,4891,19396,31937,50,24720
34,199227,10512,10,6058,19396,31937,55,24720
18,144711,15444,9,5474,12281,15684,40,24720
39,382802,1336,6,3006,12281,31937,40,24720
25,254781,7881,13,6058,12281,15684,40,24720
27,70657,10512,10,6089,12281,31937,35,24720
56,50791,2610,14,5474,12281,31937,60,24720
33,222162,15444,9,6089,19396,31937,40,24720
49,94606,582,16,6110,19396,31937,60,7841
44,104196,15444,9,6058,19396,31937,84,24720
30,455995,1746,7,6089,12281,31937,45,7841
27,166210,15444,9,6089,12281,31937,50,24720
25,198986,7881,13,5589,12281,31937,40,7841
30,292465,7881,13,6058,12281,31937,40,24720
38,99388,1566,12,4891,19396,31937,40,24720
38,698363,15444,9,6089,19396,31937,40,24720
46,154940,10512,10,5474,5022,15684,40,24720
37,401998,15444,9,3006,5022,15684,20,24720
62,162825,15444,9,6058,19396,31937,40,7841
55,271795,15444,9,4891,19396,31937,40,24720
47,134671,15444,9,6089,12281,31937,40,24720
45,87583,15444,9,6110,2253,15684,14,24720
50,248619,15444,9,6089,19396,31937,40,24720
36,130200,15444,9,3006,5022,31937,40,24720
45,178922,15444,9,5474,12281,15684,20,24720
23,51985,15444,9,2341,12281,31937,38,24720
37,125933,1566,12,6058,19396,31937,50,7841
38,104280,582,16,6110,19396,31937,55,7841
27,617860,10512,10,2066,7228,31937,40,24720
29,122112,7881,13,5474,2253,15684,50,24720
45,181758,2610,14,6110,12281,15684,40,24720
41,223671,15444,9,5474,19396,31937,55,7841
38,140117,10512,10,4891,12281,15684,20,24720
27,107458,7881,13,6110,12281,31937,40,24720
51,215948,10512,10,2066,19396,31937,40,24720
44,306440,15444,9,6089,12281,31937,40,24720
33,615893,2610,14,2341,19396,31937,40,24720
28,201186,15444,9,5474,19396,31937,40,7841
32,37210,7881,13,6058,19396,31937,45,7841
43,196084,2610,14,6110,19396,31937,55,24720
45,166181,15444,9,4891,7228,15684,40,24720
52,291096,1566,12,4891,19396,31937,40,7841
24,232841,15444,9,4891,12281,31937,35,24720
19,131982,10512,10,1843,7228,31937,40,24720
47,408788,2034,11,6110,19396,31937,40,7841
53,42924,582,16,6058,12281,31937,50,7841
31,181091,7881,13,5474,19396,31937,40,7841
30,200246,2034,11,6089,12281,31937,40,24720
56,282023,15444,9,5589,19396,31937,40,24720
49,128990,7881,13,6110,19396,31937,40,7841
38,106838,15444,9,2341,19396,31937,40,24720
19,144750,10512,10,5589,7228,31937,18,24720
39,108140,2034,11,6089,19396,31937,40,24720
38,103323,15444,9,6058,19396,31937,40,24720
47,268022,15444,9,2341,19396,31937,55,7841
58,197114,1746,7,6089,19396,31937,40,24720
27,191628,15444,9,2341,12281,31937,40,24720
59,176118,2610,14,6110,12281,31937,40,7841
24,42401,7881,13,5474,12281,31937,47,24720
42,322385,2034,11,3006,19396,31937,40,24720
53,123011,2610,14,6058,19396,31937,60,7841
35,210945,15444,9,2066,19396,31937,50,24720
36,130620,15444,9,5589,2253,15684,40,7841
26,248990,15444,9,6089,19396,31937,40,24720
33,132705,735,5,5589,12281,31937,48,24720
29,94892,10512,10,6110,19396,31937,40,24720
43,141858,1746,7,2066,19396,31937,40,24720
35,81232,7881,13,5474,19396,31937,50,7841
48,114561,7881,13,6110,1441,15684,36,7841
45,191776,2610,14,6110,12281,15684,40,24720
43,128354,15444,9,6058,12281,15684,40,24720
27,37088,735,5,4891,7228,31937,30,24720
21,414812,912,4,6089,7228,31937,40,24720
63,156799,15444,9,1843,12281,15684,4,24720
39,33983,10512,10,5589,19396,31937,40,7841
52,194995,7881,13,5474,19396,31937,55,7841
41,73431,7881,13,6110,5022,15684,40,24720
48,155664,15444,9,6089,19396,31937,70,7841
27,182386,1746,7,1843,5022,15684,35,24720
53,281074,15444,9,6058,12281,31937,40,24720
33,248346,1566,12,6089,19396,31937,50,24720
37,167482,1336,6,6089,7228,31937,35,24720
18,171088,10512,10,1843,7228,15684,40,24720
43,211763,582,16,6110,5022,15684,24,7841
20,122166,10512,10,5589,12281,15684,40,24720
47,370119,819,15,6110,19396,31937,50,7841
36,138940,15444,9,1485,19396,31937,70,24720
41,174575,15444,9,2341,19396,31937,45,7841
67,101132,912,4,6089,19396,31937,40,24720
38,292307,7881,13,6089,12281,31937,40,24720
47,248776,2610,14,6058,12281,31937,25,24720
39,314007,2034,11,1436,19396,31937,40,24720
34,213226,7881,13,6058,19396,31937,35,24720
36,76845,15444,9,4891,7228,31937,35,24720
24,148320,10512,10,5589,19396,31937,40,24720
50,54261,15444,9,1485,19396,31937,84,24720
21,223352,15444,9,4891,12281,15684,30,24720
21,211013,735,5,4891,7228,15684,50,24720
40,209833,15444,9,6089,12281,31937,40,24720
19,356272,10512,10,5589,12281,15684,25,24720
38,143538,15444,9,3006,12281,15684,40,24720
34,242960,2034,11,6089,19396,31937,50,24720
44,263871,10512,10,6058,12281,31937,50,24720
20,151105,1566,12,5474,7228,15684,25,24720
44,207685,15444,9,6058,12281,31937,55,7841
49,46537,15444,9,5589,12281,15684,10,24720
45,84324,1566,12,6110,19396,31937,50,7841
24,224716,15444,9,6089,7228,31937,40,24720
34,186269,15444,9,5589,7228,31937,40,24720
58,143731,15444,9,5474,19396,31937,72,7841
39,236391,15444,9,6089,19396,31937,45,24720
22,54560,15444,9,4891,7228,31937,40,24720
38,266325,7881,13,6110,2253,15684,32,7841
32,42900,819,15,6110,19396,31937,50,7841
45,183710,15444,9,2341,12281,31937,48,24720
23,278254,15444,9,3006,19396,31937,45,24720
35,119992,1566,12,6089,19396,31937,45,24720
52,284329,10512,10,6089,19396,31937,45,7841
55,368727,10512,10,6089,12281,31937,40,24720
23,353696,15444,9,1485,7228,31937,40,24720
22,31387,7881,13,5589,7228,15684,25,24720
27,110931,15444,9,5589,19396,31937,40,24720
24,169532,1566,12,5589,7228,15684,15,24720
21,285522,10512,10,6089,12281,31937,40,24720
49,198774,7881,13,5474,1441,15684,35,24720
32,123291,633,8,3006,19396,31937,40,24720
64,146110,10512,10,4891,5022,15684,24,24720
37,29814,15444,9,1485,5022,31937,50,24720
61,195595,912,4,3006,12281,31937,40,24720
44,92649,15444,9,6089,2253,15684,40,7841
53,290688,15444,9,6089,19396,31937,52,7841
43,427382,2610,14,6110,12281,31937,50,7841
60,234854,582,16,6110,19396,31937,40,7841
23,276568,10512,10,5474,7228,15684,40,24720
25,250038,2610,14,3006,12281,31937,40,24720
29,150861,15444,9,5589,12281,15684,40,24720
51,87205,7881,13,6110,5022,15684,55,24720
47,343579,239,2,1485,12281,31937,12,24720
20,94401,15444,9,6058,5022,15684,40,24720
25,120238,1746,7,2341,19396,31937,40,7841
27,205440,1336,6,3006,19396,31937,40,24720
23,198996,15444,9,5589,12281,15684,40,24720
18,294253,15444,9,4891,7228,15684,27,24720
23,256628,912,4,2341,19396,31937,32,24720
59,223131,15444,9,6058,12281,31937,60,24720
46,207301,15444,9,5589,12281,15684,37,24720
66,270460,912,4,1843,12281,31937,40,24720
46,125457,2610,14,6110,19396,31937,38,7841
36,212856,1746,7,4891,5022,15684,23,24720
44,197389,15444,9,3006,5022,15684,40,24720
17,73338,1746,7,5474,7228,31937,20,24720
27,68037,10512,10,6058,12281,31937,45,24720
32,185027,10512,10,5474,19396,31937,40,7841
53,107123,15444,9,4891,12281,31937,40,24720
22,109482,10512,10,6110,7228,31937,98,24720
30,174543,1566,12,6110,7228,15684,40,24720
47,208407,7881,13,6110,19396,31937,30,24720
68,211584,10512,10,5474,19396,31937,40,7841
39,108540,15444,9,5474,19396,31937,40,24720
22,202416,7881,13,5589,7228,15684,40,24720
62,160155,912,4,1843,19396,31937,40,7841
20,176178,15444,9,5474,7228,15684,35,24720
21,265148,15444,9,2066,1441,31937,38,24720
34,220631,2034,11,4891,12281,31937,50,24720
30,303692,15444,9,6058,19396,31937,75,24720
25,135845,10512,10,5589,7228,15684,40,24720
23,199915,15444,9,4891,7228,15684,21,24720
40,150533,7881,13,6110,1441,31937,40,24720
26,85482,15444,9,5589,12281,31937,40,24720
57,24473,2034,11,6089,19396,31937,40,7841
36,272944,2034,11,6058,19396,31937,60,7841
43,82077,10512,10,1843,5022,15684,40,24720
49,194895,7881,13,6110,12281,31937,40,24720
58,314153,15444,9,6089,19396,31937,40,7841
32,176253,10512,10,6058,12281,31937,40,24720
59,113959,15444,9,5589,19396,31937,45,7841
42,167581,7881,13,5589,1441,15684,40,24720
37,79586,7881,13,6058,19396,31937,40,24720
40,166662,819,15,6110,19396,31937,45,7841
47,72896,15444,9,2341,19396,31937,40,24720
56,345730,7881,13,6110,19396,31937,45,7841
30,302473,15444,9,5589,7228,15684,40,24720
42,42346,15444,9,6058,12281,15684,35,24720
21,243921,15444,9,4891,7228,31937,40,24720
21,131620,15444,9,3006,7228,15684,40,24720
47,158924,15444,9,1436,2253,15684,40,24720
22,32921,10512,10,1485,7228,31937,20,24720
35,252897,1566,12,5589,12281,15684,40,7841
41,155657,1746,7,2066,1441,15684,40,24720
43,155106,7881,13,2066,19396,31937,53,24720
60,82775,10512,10,5474,19396,31937,55,24720
73,26248,912,4,5474,19396,31937,30,7841
90,88991,7881,13,6058,2253,15684,40,7841
62,125155,15444,9,5589,19396,31937,38,24720
28,218039,15444,9,6089,19396,31937,40,24720
45,53524,10512,10,6089,19396,31937,40,24720
19,259352,15444,9,5474,12281,31937,45,24720
30,296453,15444,9,6089,12281,31937,35,24720
19,278915,633,8,2066,7228,15684,52,24720
23,565313,10512,10,4891,7228,31937,80,24720
22,274103,7881,13,6110,7228,31937,10,24720
19,271118,15444,9,5589,7228,15684,28,24720
45,207107,1566,12,5589,5022,31937,40,24720
26,138597,15444,9,4891,5022,15684,25,24720
42,180985,1336,6,2066,19396,31937,40,7841
62,159939,15444,9,1485,19396,31937,35,24720
61,110920,1336,6,5474,19396,31937,40,24720
34,34862,7881,13,5474,12281,31937,60,7841
22,163205,15444,9,4891,7228,15684,53,24720
56,110003,2610,14,6110,19396,31937,40,7841
32,229051,10512,10,6110,19396,31937,40,24720
24,144898,10512,10,1843,5022,31937,40,24720
26,211596,15444,9,6089,12281,31937,40,24720
32,48458,15444,9,5474,7228,15684,45,24720
58,201393,1566,12,5589,12281,31937,40,24720
25,136450,1566,12,5589,2253,15684,35,7841
23,193586,10512,10,5589,7228,15684,25,24720
23,91189,10512,10,1436,19396,31937,40,24720
54,227832,10512,10,5589,19396,31937,40,24720
28,271936,10512,10,6058,12281,15684,35,24720
35,61343,7881,13,5474,19396,31937,40,7841
30,157778,10512,10,6110,19396,31937,25,7841
23,201680,633,8,6089,19396,31937,40,24720
42,228320,10512,10,1436,19396,31937,50,7841
72,33404,1336,6,5589,12281,15684,20,24720
21,103205,15444,9,3006,19396,31937,40,24720
37,279029,7881,13,6089,12281,31937,40,24720
54,213092,15444,9,4891,12281,15684,40,24720
58,126104,2610,14,5589,12281,15684,45,24720
32,119124,7881,13,6110,7228,31937,40,24720
65,31924,10512,10,5589,12281,15684,15,24720
22,253799,7881,13,3006,19396,31937,45,24720
52,266138,7881,13,6058,19396,31937,40,7841
65,185001,1336,6,5474,12281,15684,20,24720
33,34102,15444,9,4891,12281,15684,35,24720
35,115214,15444,9,3006,5022,31937,65,24720
27,289484,10512,10,5589,7228,15684,40,24720
34,287908,15444,9,4891,7228,31937,42,24720
53,158284,15444,9,5474,19396,31937,70,24720
23,60668,1336,6,6089,19396,31937,40,24720
43,222978,582,16,6110,5022,15684,40,7841
58,244605,2034,11,6058,19396,31937,40,24720
38,150601,1336,6,5589,5022,31937,40,24720
26,199143,15444,9,2066,19396,31937,50,24720
60,131681,7881,13,6058,19396,31937,50,7841
28,346406,15444,9,3006,19396,31937,50,24720
33,391122,15444,9,5589,7228,15684,30,24720
29,280344,10512,10,2341,19396,31937,40,24720
54,188809,582,16,6058,12281,15684,50,7841
41,277488,912,4,1485,19396,31937,36,24720
63,181561,10512,10,6058,12281,31937,50,24720
31,158545,15444,9,5589,2253,15684,27,24720
23,313573,7881,13,5474,7228,15684,25,24720
31,591711,10512,10,2341,12281,31937,40,24720
41,268183,819,15,6110,19396,31937,45,7841
51,392286,15444,9,2341,19396,31937,40,7841
59,233312,10512,10,6089,19396,31937,40,7841
23,520231,10512,10,6110,12281,15684,45,24720
24,186831,10512,10,6058,12281,31937,45,24720
67,141085,15444,9,6110,12281,15684,20,24720
65,198019,15444,9,1843,12281,15684,35,24720
47,198660,7881,13,6110,19396,31937,40,7841
21,409230,15444,9,6089,12281,31937,40,24720
38,376025,912,4,1485,19396,31937,40,24720
55,80167,7881,13,6110,5022,15684,40,24720
39,99357,2610,14,6110,7228,15684,40,24720
24,82847,15444,9,4891,5022,15684,50,7841
24,22201,15444,9,981,19396,31937,40,24720
38,275223,10512,10,5474,19396,31937,40,7841
19,117595,15444,9,4891,7228,31937,24,24720
32,207668,15444,9,6089,19396,31937,50,24720
63,179981,10512,10,6058,19396,31937,60,7841
18,192583,10512,10,5474,12281,15684,30,24720
36,66304,10512,10,2341,19396,31937,45,24720
41,200671,7881,13,2341,7228,31937,40,24720
57,32365,10512,10,981,12281,31937,40,24720
48,28497,15444,9,6089,19396,31937,40,24720
44,222978,15444,9,5474,12281,15684,40,24720
25,160261,10512,10,6058,7228,31937,40,24720
48,120724,633,8,6058,19396,31937,50,24720
20,91733,10512,10,5474,7228,15684,8,24720
74,146929,15444,9,5474,19396,31937,55,24720
44,205706,15444,9,6058,12281,15684,40,24720
26,181666,10512,10,3006,2253,15684,40,24720
54,279452,15444,9,1485,19396,31937,40,24720
39,207568,15444,9,2066,19396,31937,48,7841
38,22494,10512,10,5589,12281,15684,40,24720
18,210026,1336,6,4891,1441,15684,40,24720
32,190889,2610,14,6110,12281,15684,40,24720
24,109869,10512,10,4891,7228,31937,40,24720
19,285263,735,5,6110,12281,31937,35,24720
28,192588,15444,9,3006,19396,31937,40,24720
28,232945,15444,9,2066,12281,31937,30,24720
49,31339,15444,9,6089,19396,31937,40,24720
50,305147,7881,13,6089,19396,31937,40,24720
63,188914,15444,9,3006,1441,15684,40,24720
58,141165,15444,9,1485,19396,31937,50,24720
68,136218,15444,9,4891,5022,15684,15,24720
41,371382,10512,10,6058,19396,31937,40,7841
21,199177,15444,9,1843,12281,15684,40,24720
27,221366,10512,10,6110,19396,31937,50,7841
24,403671,7881,13,6110,12281,31937,40,24720
50,193871,7881,13,6058,5022,15684,40,24720
47,306183,10512,10,4891,7228,15684,44,24720
64,159938,15444,9,1843,12281,31937,40,7841
54,124194,15444,9,4891,5022,15684,40,24720
